career,profile
Director Of Sales,"Director Of Sales
Posting Date Apr 06, 2022Job Number 22054***Job Category Sales &amp; MarketingLocation Four Points by Sheraton Batam, Komplek Panorama Nagoya Sungai...
nan"
Director Of Sales,"Director Of Sales
Posting Date Apr 01, 2022Job Number 22051***Job Category Sales &amp; MarketingLocation Sheraton Mustika Yogyakarta Resort &amp; Spa, Jalan Laksda...
nan"
Director Of Sales,"Director Of Sales
Posting Date Apr 04, 2022Job Number 22053***Job Category Sales &amp; MarketingLocation The Ritz-Carlton Bali, Jalan Raya Nusa Dua Selatan Lot III,...
nan"
Director Of Sales,"Director Of Sales
Posting Date Apr 06, 2022Job Number 22054***Job Category Sales &amp; MarketingLocation Four Points by Sheraton Batam, Komplek Panorama Nagoya Sungai...
nan"
Director Of Sales,"Director Of Sales
Posting Date Apr 01, 2022Job Number 22051***Job Category Sales &amp; MarketingLocation Sheraton Mustika Yogyakarta Resort &amp; Spa, Jalan Laksda...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Persyaratan : Usia 25-35 tahun Pengalaman kerja minimal 3 tahun Pendidikan Minimal D3 / sederajat Teliti dan Bertanggung jawab penempatan Ancol...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Job Description Responsible for all transaction data on Accounting Tax Accurate and timely recording of all financial transactions into the system...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Memiliki Dasar Akuntansi yang baik Memahami Accounting Program &amp; Office Mengerti transaksi perbankan Mengerti dasar perpajakan Good Attitude...
Jenjang Karir,BPJS Kesehatan,BPJS Ketenagakerjaan"
Finance Accounting Staff,"Finance Accounting Staff
Kualifikasi:1.   Pendidikan minimal D3 Accounting atau Manajemen2.   Pengalaman minimal 2 tahun di bidang yang sama3.   Usia Maksimal 35 tahun4.  ...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Kualifikasi : Usia maksimal 26 tahun Pendidikan minimal S1 Akuntansi dari kampus terkemuka Berpengalaman minimal 1 (satu) tahun di bidang ataupun...
nan"
Finance Accounting Staff,"Finance Accounting Staff
PT Multi Ide Luhur (Focus Data Consulting) needs Finance Accounting Staff for Placement in Alam Sutera, Kota Tangerang Selatan, Banten.  Requirements:...
BPJS Kesehatan,BPJS Ketenagakerjaan"
Finance Accounting Staff,"Finance Accounting Staff
Menyusun Laporan Keuangan Melakukan pencatatan pembukuan arus kas perusahaan AR/AP Transaksi dan Laporan Mengerti dasar Perpajakan (lebih diutamakan...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Deskripsi pekerjaan : Melakukan kegiatan Finance Accounting daily Dapat menghandle Account Payable &amp; Account Receiveable Melakukan Jurnal &amp;...
nan"
Finance Accounting Staff,"Finance Accounting Staff
General Requirements: Background S1 Accounting. Has relevant experience in financial admin, accounting report, and general admin. Adequate finance and...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Qualification : Age maximum 28 years old Candidate must possess at least Bachelor Degree of Accounting/Finance Fresh graduate are welcome to apply...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Min. Bachelor Degree of Accounting/Financial Management Have min. 1-2 years experience as finance accounting staff in retail and Distribution industry...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Deskripsi Pekerjaan : Mengelola dan Menyusun laporan keuangan, catatan/nota/faktur, serta akun. Melakukan pencatatan transaksi keuangan dalam buku...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Deskripsi pekerjaan: Melakukan Rekonsiliasi Bank (Mutasi Bank dengan Voucher AR/AP) (Performing Bank Reconciliation (Bank Transfer with AR/AP...
BPJS Ketenagakerjaan, BPJS Kesehatan"
Finance Accounting Staff,"Finance Accounting Staff
Melakukan pengaturan keuangan perusahaan Menginput transaksi keuangan kedalam program Melakukan pembayaran kepada supplier Menerima dokumen dari...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Tugas dan Tanggung Jawab: Melakukan closing bulanan SAP Menghitung pajak penghasilan badan bulanan Melakukan rekonsiliasi pajak (PPN, PPh 21, PPh 23,...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Kualifikasi: Usia max 35 tahun Disiplin dan amanah Pendidikan minimal S1 Ekonomi/Akuntansi Memahami perpajakan (Memiliki Brevet A/B lebih diminati)...
nan"
Finance Accounting Staff,"Finance Accounting Staff
We’re looking for Innovative Individual from Bachelor Degree or Master Degree of Accounting for position as Finance &amp; Accounting Staff: Your...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Deskripsi Pekerjaan : Membuat invoice dan faktur pajak Collecting &amp; membuat laporan AR bulanan Mencatat data AP Weekly payment plan Mengelola kas...
nan"
Finance Accounting Staff,"Finance Accounting Staff
Min. Bachelor Degree of Accounting/Financial Management Have min. 1-2 years experience as finance accounting staff in retail and Distribution industry...
nan"
Finance Accounting Staff,"Finance Accounting Staff
SPECIFICATION: Candidate must possess at least Bachelor's Degree in Finance/Accountancy/Banking or equivalent. Required Skill(s): Microsoft Office,...
nan"
Admin Gudang,"Admin Gudang
Persyaratan : P*R*I*A Minimal lulusan SMK, usia max 30 tahun Diutamakan domisili Jakarta Barat Mampu bekerja dengan teliti dan cekatan Job Description...
nan"
Admin Gudang,"Admin Gudang
Job Descripton : Bertanggung jawab atas administrasi gudang Bertanggung jawab atas pembayaran kebutuhan gudang Melakukan pencatatan consumable...
nan"
Admin Gudang,"Admin Gudang
Kualifikasi : Terbiasa dan tertarik bekerja di lapangan Pendidikan Minimal D3 (semua jurusan) Usia Maksimal 30 tahun Mempunyai pengalaman minimal 2...
nan"
Admin Gudang,"Admin Gudang
Minimal S I dalam bidang EKonomi Akuntasi. Memiliki pengalaman minimal 3 tahun dalam bidang yang sama. Kemampuan MS Office Siap dan Sudah terbiasa...
Dipastikan Menjadi Karyawan tetap setelah melalui masa percobaan,Fasilitas asuransi sesuai yang di tentukan oleh pemerintah,Budaya kerja yang kondosif dan kekeluargaan"
Admin Gudang,"Admin Gudang
Kualifikasi : SMA IPS/ D3 akuntansi/ Management Usia 23 - 30 tahun Pengalaman minimal 1 tahun sebagai admin Gudang Dapat mengoperasikan komputer serta...
nan"
Admin Gudang,"Admin Gudang
Tugas dan Tanggung Jawab : Melakukan input data stock barang ke program dengan cepat dan benar Memiliki kemampuan administrasi serta dokumentasi yang...
nan"
Admin Gudang,"Admin Gudang
Deskripsi pekerjaanKulifikasi: Memberikan peluang pengembangan karir Gaji dan Tunjangan yang kompetitif Budaya kerja yang inovatif Usia maksimal 28...
nan"
Admin Gudang,"Admin Gudang
Persyaratan: Usia maksimal 28 tahun Pendidikan minimal D3 dan S1 semua jurusan Memiliki pengalaman minimal 2 tahun di bidangnya Tegas, jujur,...
Memberikan peluang pengembangan karir,Gaji dan Tunjangan yang kompetitif,Budaya kerja yang inovatif"
Admin Gudang,"Admin Gudang
Perusahan kami bergerak di bidang kebutuhan bayi. Kami membutuhkan seorang Admin Gudang untuk bergabung dengan perusahaan kami.Kualifikasi yang...
Team yang kompak,Lingkungan yang kondusif"
Admin Gudang,"Admin Gudang
Tanggung Jawab:  Input Sales Order yang Diberikan Sales Membuat Surat Jalan untuk Pengiriman kepada Customer Follow Up Customer menyakan siap tidak...
Jenjang karir,Lingkungan kerja yang menyenangkan,Lokasi kantor strategis dan Transportasi umum mudah dijangkau"
Admin Gudang,"Admin Gudang
Kualifikasi : Usia maksimal 35 tahun lulusan minimal SMA  Minimal memiliki pengalaman kerja selama 1 tahun di bidang yang sama Menguasai Microsoft...
nan"
Admin Gudang,"Admin Gudang
Kualifikasi : Usia maksimal 25-30 tahun Pendidikan minimal SMA atau sederajat Bertanggung jawab dan disiplin Mampu bekerjasama dalam team Mampu...
nan"
Admin Gudang,"Admin Gudang
Kualifikasi :  Usia maksimal 30 tahun Pendidikan minimal D3 IPK Min. 3.00 Pengalaman di bidang yang sama maksimal 1 tahun Diutamakan domisili Serang...
nan"
Admin Gudang,"Admin Gudang
Saat ini sedang membutuhkan Tenaga Kerja dengan ketentuan sebagai berikut: Siap bekerja full time dari senin-jumat (jam 8 pagi - 5 sore) dan sabtu...
nan"
Admin Gudang,"Admin Gudang
Kualifikasi : Usia maksimal 35 tahun Pendidikan minimal SMA semua jurusan Memiliki pengalaman minimal 2 tahun lebih disukai Mahir menggunakan Ms....
nan"
Admin Gudang,"Admin Gudang
Memantau proses produksi, Input data produksi, Merencanakan dan mengendalikan stok gudang baik bahan baku dan bahan jadi, Mencatat barang masuk dan...
Tunjangan,,Gaji,Budaya kerja"
Admin Gudang,"Admin Gudang
DIBUTUHKAN SEGERA STAFF ADMIN GUDANGKualifikasi : Pendidikan minimal D3 Akuntansi Pengalaman minimal 1 tahun dibidangnya Menguasai program Accurate...
nan"
Admin Gudang,"Admin Gudang
Deskripsi Pekerjaan: Melakukan pelaporan secara berkala terhadap temuan masalah di gudang maupun di pengiriman Bertanggung jawab terhadap stok barang...
nan"
Admin Gudang,"Admin Gudang
Kualifikasi : Usia maksimal 26 tahun Domisili wilayah Jakarta Pendidikan minimal SMA/SMK sederajat Minimal pengalaman sebagi Admin Gudang selama 1...
Mamber Parkir,Bonus Bulanan,Jenjang Karir"
Admin Gudang,"Admin Gudang
Kasual adalah e-commerce modern pertama di Indonesia yang menggabungkan fungsionalitas pakaian sehari-hari dengan kustomisasi pribadi. Kasual adalah...
nan"
Recruitment Staff,"Recruitment Staff
Job Description : Implement an end-to-end recruitment process; from initial sourcing, filtering, and screening process.  Coordinate with Human Capital...
nan"
Recruitment Staff,"Recruitment Staff
Position Overview:We are looking for someone experienced with recruitment process. You are responsible for all aspects of inbound candidate screening...
nan"
Recruitment Staff,"Recruitment Staff
- Handle End to End Recruitment- Handle Recruitment administration- Arrange interview schedule with department users to get appointed candidate. -...
nan"
Recruitment Staff,"Recruitment Staff
Pendidikan S1 Psikologi Pengalaman minimal 1 tahun di posisi sejenis, lebih disukai dari industri F&amp;B Restoran/Retail Memiliki interpersonal skill...
nan"
Recruitment Staff,"Recruitment Staff
Job Description: Fulfilment ManPower Request. Establishes recruiting requirements by studying organization plans and objectives. Builds applicant...
nan"
Recruitment Staff,"Recruitment Staff
Responsibilities : Perform recruitment process (end-to-end), such as create job advertisement, shorlisting potential candidates, invite candidates,...
nan"
Recruitment Staff,"Recruitment Staff
Deskripsi Pekerjaan: Mengumpulkan permintaan karyawan dari masing-masing divisi Memasang iklan lowongan kerja, melakukan sortir lamaran, pemanggilan...
nan"
Recruitment Staff,"Recruitment Staff
Kualifikasi: Usia maksimal 30 tahun. Pendidikan minimal S1 Psikologi. Paham dan terbiasa dengan proses rekrutmen karyawan. Terbuka untuk fresh...
nan"
Recruitment Staff,"Recruitment Staff
Memahami proses rekrutmen dan pengalaman bekerja di industri Mining / Power Plant Menguasai alat tes (DISC, Papikostik, CFIT, Kreplin, MBTI, dll) dan...
nan"
Recruitment Staff,"Recruitment Staff
If you are a person with a strong desire to achieve target and who has passion to grow in sales-driven environment, we want you to join our company!As...
nan"
Recruitment Staff,"Recruitment Staff
Job desk, Tugas dan Tanggung Jawab dari Recruitment Staff, antara lain: Melaksanakan proses rekrutmen karyawan, untuk memenuhi kebutuhan tenaga kerja,...
nan"
Recruitment Staff,"Recruitment Staff
Job Descriptions: Responsible for posting job advertisement, shortlist and providing the best candidates who is appropriate with user criteria....
nan"
Recruitment Staff,"Recruitment Staff
Deskripsi Pekerjaan: Bekerjasama dengan kampus dan sekolah Mencari database calon karyawan Screening kandidat yang sesuai kriteria Melakukan seleksi...
nan"
Recruitment Staff,"Recruitment Staff
Recruitment StaffKualifikasi :Usia Max : 27 tahunLulusan : PsikologiMemiliki SIM A terbiasa menggunakan kendaraan tipe ManualTugas dan Tanggung Jawab...
nan"
Recruitment Staff,"Recruitment Staff
Job Desc :Responsible to hire candidate based on request from divisions Requirements: Bachelor Degree of Psychology    Deep knowledge about...
nan"
Recruitment Staff,"Recruitment Staff
DESKRIPSI KERJA: Memimpin jalannya proses rekrutmen yang melibatkan pencarian, penyaringan, dan pemilihan individu yang ideal sesuai dengan kebutuhan...
Agile and Technology Driven Culture,Meal, Transportation, and Health Insurance,Flexibility on Work Remotely and Work in Office"
Recruitment Staff,"Recruitment Staff
Kandidat harus memiliki setidaknya Gelar Sarjana di Psikologi atau setara. Bahasa yang harus dimiliki: Bahasa Indonesia, English Mempunyai pengalaman...
BPJS,Jenjang Karir"
Recruitment Staff,"Recruitment Staff
Kualifikasi: Usia maksimal 30 tahun. Diutamakan domisili Jakarta Pendidikan wajib S1 Psikologi. Paham dan terbiasa dengan proses rekrutmen karyawan....
nan"
Recruitment Staff,"Recruitment Staff
We are looking for suitable candidate to join our team as Recruitment Consultant. Day to day responsibilities are: Sourcing suitable candidates thru...
nan"
Recruitment Staff,"Recruitment Staff
Kualifikasi :1. Usia maksimal 30 tahun2. Pengalaman dibidang Recruitment min 1 tahun, diutamakan pernah bekerja diperusahaan skincare3. Pendidikan S1...
nan"
Front Office Supervisor,"Front Office Supervisor
Min Diploma of Hotel ManagementMin 2 years experience as Front Office SupervisorFluent in EnglishGood CommunicationCustomer OrientedDate Posted:...
nan"
Front Office Supervisor,"Front Office Supervisor
PERSYARATAN : Usia maksimal 28 tahun Pendidikan terakhir Diploma dan/atau Sarjana, diutamakan berasal dari Hospitality Management Memiliki pengalaman...
Jenjang karir,Perusahaan yang stabil,Budaya kerja dinamis"
Front Office Supervisor,"Front Office Supervisor
Job DescriptionTo ensure and oversee that the Receptionist shift procedures/duties are completed on time and are procedurally correct.Work Experience...
nan"
Front Office Supervisor,"Front Office Supervisor
PERSYARATAN: Usia maksimal 28 tahun Pendidikan terakhir Diploma dan/atau Sarjana, diutamakan berasal dari Hospitality Management Memiliki pengalaman...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description• Behaves and acts in an exemplary fashion, embodying the brand mindset• Helps the Front Office Manager and his/her Assistant organise...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Descriptions: Prepare a proper list after gathering the arrival and check-in information of all the guests. Attend to inquiries requested by the...
4 star hotel in Pakubuwono, Jakarta"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
Job Description•   Assist in leading the Front Office Team to deliver an incomparable service experience•   Handle guest queries and complaints...
nan"
Front Office Supervisor,"Front Office Supervisor
PERSYARATAN: Usia maksimal 28 tahun Pendidikan terakhir Diploma dan/atau Sarjana, diutamakan berasal dari Hospitality Management Memiliki pengalaman...
nan"
Front Office Supervisor,"Front Office Supervisor
<div><div><br /><strong>Job Description</strong><br /><p>•   Assist in leading the Front Office Team to deliver an incomparable service experience</p><br /><p>•   Handle guest queries and complaints efficiently and effectively whilst providing operational support and supervision on shift</p><br /><p>•   Always uphold a positive, can-do energy pertaining to guest and workplace challenges</p><br /><p>•   Provide a structured and consistent onboarding and training experience for Front Office team members</p><br /><p>•   Ensure the Front Office team provides prompt and efficient service whilst also maximising occupancy levels and up-selling the property</p><br /><p><strong>Work Experience</strong><br /></p><br /><p><strong>What we are looking for:</strong></p><br /><p>•   A person who is looking to take that next step towards a managerial position</p><br /><p>•   A driven problem solver with a creative approach to delivering the ultimate 4-star guest experience</p><br /><p>•   The ability to multi-task, work well under pressure, and think on your feet to resolve issues &amp; guest complaints is essential</p><br /><p>•   Someone with have Office Management experience in a similar role is ideal</p><br /><p>•   A positive, enthusiastic attitude and the ability to work a flexible 7-day roster</p><br /></div></div>-
nan"
Front Office Supervisor,"Front Office Supervisor
nan
nan"
Front Office Supervisor,"Front Office Supervisor
nan
nan"
Front Office Supervisor,"Front Office Supervisor
nan
nan"
Front Office Supervisor,"Front Office Supervisor
nan
nan"
Front Office Supervisor,"Front Office Supervisor
nan
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activitiesTo ensure company has fulfill all it...
nan"
Legal Manager,"Legal Manager
Usia maksimal 45 tahun. Minimal pendidikan S1 jurusan Sarjana Hukum (SH). Berpengalaman di bidang yang sama minimal 7 tahun sebagai head Corporate...
nan"
Legal Manager,"Legal Manager
Candidate must possess at least Bachelor's Degree in Law or equivalent. Required language(s): English At least 7 Year(s) of working experience in the...
nan"
Legal Manager,"Legal Manager
Tugas dan Tanggung Jawab : Terkendalinya rencana kerja dan anggaran Unit kerja Legal a. Merumuskan sasaran, strategi dan kebijakan Legalselaras dengan...
nan"
Legal Manager,"Legal Manager
Kualifikasi Kandidat harus memiliki setidaknya gelar Sarjana Hukum Memiliki kemampuan dalam Drafting dan Reviewing kontrak, perjanjian, dan dokumen...
nan"
Legal Manager,"Legal Manager
JOB REQUIREMENT: Education Level : Minimum Bachelor in Law University with GPA 3 (scale 4) Experience : Minimum 5 years Be Placement : Kelapa Gading...
nan"
Legal Manager,"Legal Manager
Responsibilities:  Give accurate and timely counsel to executives in a variety of legal topics (labor law, partnerships, international ventures,...
Career Growth,BPJS Ketenagakerjaan,BPJS Kesehatan"
Legal Manager,"Legal Manager
Role &amp; Responsibilities Provide legal assistance with regards to Contract Management. From drafting, negotiating to performance. Responsible for...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activitiesTo ensure company has fulfill all it...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activitiesTo ensure company has fulfill all it...
nan"
Legal Manager,"Legal Manager
Job Responsibility: Contract review/drafting Contract negotiation Legal Advice/Opinion Litigation &amp; Corporate Secretary Understand Company Law...
nan"
Legal Manager,"Legal Manager
About the RoleThey say no man is an island - a notion that holds particularly true for this role. As our legal manager for international deals, and...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activitiesTo ensure company has fulfill all it...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activitiesTo ensure company has fulfill all it...
nan"
Legal Manager,"Legal Manager
To ensure company has fulfill all it license, and comply to legal requirement to conduct it business activities Bachelor of Law degree, Master of Law...
nan"
Tax Manager,"Tax Manager
This individual will support KSL group of companies' tax matters for Indonesia, this role is based in Jakarta. Responsibilities: Direct a variety of...
Diversified Industrial exposure,Learning and growth opportunities"
Tax Manager,"Tax Manager
Candidate must possess at least a Bachelor's Degree, Business Studies/Administration/Management, Economics, Finance/Accountancy/Banking or equivalent....
nan"
Tax Manager,"Tax Manager
Job Description: Monitoring the latest tax laws (CTP, income tax and VAT), to disseminate to the company's internal and ensuring tax compliance in...
nan"
Tax Manager,"Tax Manager
Tax ManagerQualifications: ·       Tax Consultant License - min. Level B·       Tax Court Attorney License·       Experience as Tax Manager in Big 4...
Insurance, Allowance, career path"
Tax Manager,"Tax Manager
Qualifications : At least Bachelor Degree (S1) in Accounting Taxation Maximum 35 years old At least 5 years of working experience in the same field or...
nan"
Tax Manager,"Tax Manager
Pendidikan minimal Diploma 3 atau Sarjana Perpajakan, Finance, atau accounting Menyukai pekerjaan hitungan Teliti Komunikatif Menguasai Ms Office...
nan"
Tax Manager,"Tax Manager
Candidate must possess at least a Bachelor's Degree, Economics, Finance/Accountancy/Banking or equivalent. Candidate must possess certification the...
nan"
Tax Manager,"Tax Manager
Responsibilitites : Handling Company's Taxation Compliance and Taxation Report Create tax report (SPT) of VAT and e-Filling, e-Faktur. Prepare and...
nan"
Tax Manager,"Tax Manager
Bachelor degree in Accounting/Tax Minimum 5 years experience as the same position Familiar with Tax application (e-Faktur, e-SPT, e-Filing) Preferably...
nan"
Tax Manager,"Tax Manager
Job Description Direct a variety of tax-related activities in accordance with the overall tax strategy to ensure that the organization meets its tax...
nan"
Tax Manager,"Tax Manager
Candidate must possess at least Bachelor's Degree in Finance/Accountancy/Banking or equivalent. Required language(s): English At least 10 Year(s) of...
nan"
Tax Manager,"Tax Manager
Requirements: Bachelor (S1) degree in Accounting or Fiscal Administration required Minimal 7 years experience as Tax Manager is a MUST with broad...
Benefit yang menarik,Lingkungan kerja kekeluargaan"
Tax Manager,"Tax Manager
Job Description: Manage tax ad hoc operating budgets and costs via finance's annual allocation to ensure efficient usage of resources   Manage the...
nan"
Tax Manager,"Tax Manager
Kualifikasi: Minimal pendidikan S1 Ekonomi/Akuntansi Minimal pengalaman 2 tahun sebagai Tax Manager, memiliki pengalaman sebagai Tax Consultant...
nan"
Tax Manager,"Tax Manager
Managing accounting &amp; tax team of the Company. Capable of handling clients’ tax compliances on monthly and yearly basis on timely manner and in...
nan"
Tax Manager,"Tax Manager
Job Description: Able to prepare and review monthly tax report and annual personal income report Able to prepare and review annual corporate income...
nan"
Tax Manager,"Tax Manager
This individual will support KSL group of companies' tax matters for Indonesia, this role is based in Jakarta. Responsibilities: Direct a variety of...
Diversified Industrial exposure,Learning and growth opportunities"
Tax Manager,"Tax Manager
Job Responsiblities:  Prepare tax payments  Estimate &amp; track tax returns  Complete quarterly &amp; annual tax report  Organize &amp; update the...
nan"
Tax Manager,"Tax Manager
Job Description: Monitoring the latest tax laws (CTP, income tax and VAT), to disseminate to the company's internal and ensuring tax compliance in...
nan"
Tax Manager,"Tax Manager
Job Description: Able to prepare and review monthly tax report and annual personal income report Able to prepare and review annual corporate income...
nan"
Marketing Supervisor,"Marketing Supervisor
Tanggung jawab. Bertanggung jawab dalam pelaksanaan kegiatan Marketing. Mengembangkan rencana Marketing. Melakukan penetrasi pasar Menjelaskan program...
nan"
Marketing Supervisor,"Marketing Supervisor
Kami membutuhkan posisi Marketing dengan persyaratan sebagai berikut : Berpengalaman dalam bidang sales atau marketing sekurang-kurangnya 5 (Lima)...
Team Manajemen yang solid,Sistem dan prosedur yang terdokumentasi,Semua dijalankan oleh team profesional"
Marketing Supervisor,"Marketing Supervisor
Kualifikasi: Pendidikan min D3/S1 Semua Jurusan (Jurusan Marketing lebih diutamakan) Berpengalaman di bidang yang sama minimal 2 tahun Domisili area...
nan"
Marketing Supervisor,"Marketing Supervisor
Responsibility Propose and implement of marketing programs including: Market Research/Survey, Promotion, Customer Care, Claims Handling (ASS). Arrange...
nan"
Marketing Supervisor,"Marketing Supervisor
Requirements: Age 30 - 45 years Work experience: Minimum 5 years preferably in automotive industry Qualification: Minimum S1 (Engineering /...
nan"
Marketing Supervisor,"Marketing Supervisor
Responsibilities: To introduce products to prospective customers by explaining products and its facilities so customers will show interest to get a...
nan"
Marketing Supervisor,"Marketing Supervisor
OverviewOur client is engaged in Fianancial Banking &amp; Leasing indusry Requirements  Candidate must possess at least Bachelor's Degree in...
nan"
Marketing Supervisor,"Marketing Supervisor
Candidate must possess at least a Bachelor's Degree, any field. At least 1 year(s) of working experience in the related field is required for this...
nan"
Marketing Supervisor,"Marketing Supervisor
Pendidikan min. S1 Management lebih disukaiBerpengalaman min. 1 TahunBisa diajak kerja sama dengan baik Komunikatif dan Responsif Berlaku Baik, Jujur,...
nan"
Marketing Supervisor,"Marketing Supervisor
Tugas dan Tanggungjawab: Melakukan analisa dan rekomendasi atas perkembangan pasar untuk menentukan strategi penjualan berikutnya Mempersiapkan dan...
nan"
Marketing Supervisor,"Marketing Supervisor
Description: Supervise all marketing activities in the field Develops products by identifying potential product and conducting market research...
nan"
Marketing Supervisor,"Marketing Supervisor
DIBUTUHKAN SEGERA MARKETING SUPERVISORJOB DESCRIPTION : •	Bertanggung jawab membuat laporan secara berkala dan komprehensif•	Membuat dan memberikan...
nan"
Marketing Supervisor,"Marketing Supervisor
We are looking an experience Marketing Supervisor to develop strategic marketing in specific channels, lead acquisition, oversee the implementation,...
nan"
Marketing Supervisor,"Marketing Supervisor
The Marketing Supervisor is responsible to develop and manage marketing activities and tools to raise the awareness, notoriety, reputation, and...
nan"
Marketing Supervisor,"Marketing Supervisor
Requirements: Must active speak English (Oral and written) Two year sales experience in the mobile phone accessory business Good at data statistics...
nan"
Marketing Supervisor,"Marketing Supervisor
Tugas Tanggung Jawab: Mencari customer/perusahaan baru yang produknya menggunakan cetak label sticker pada kemasannya Memaintain dan menjaga hubungan...
Karir dan kenyamanan dalam bekerja"
Marketing Supervisor,"Marketing Supervisor
KUALIFIKASI: Pendidikan Minimal D3 Pengalaman di bidang FMCG (Food) selama 2 tahun Ahli dalam menggunakan Ms. Office Analitis, Kreatif, Inovatif dan...
nan"
Marketing Supervisor,"Marketing Supervisor
The Marketing Supervisor is responsible to develop and manage marketing activities and tools to raise the awareness, notoriety, reputation, and...
nan"
Marketing Supervisor,"Marketing Supervisor
Deskripsi PekerjaanMARKETING SUPERVISOR.Kualifikasi: Batas Min usia 27 tahun. Memiliki Pengalaman bekerja minimal 2 tahun di bidang Marketing...
nan"
Marketing Supervisor,"Marketing Supervisor
DIBUTUHKAN SEGERA MARKETING SUPERVISORJOB DESCRIPTION : •	Bertanggung jawab membuat laporan secara berkala dan komprehensif•	Membuat dan memberikan...
nan"
Senior Account Executive,"Senior Account Executive
Senior Account Executive  PT. Estha Yudha Ekatama     Responsibility: Responsible for attracting new or retaining current clients and selling...
nan"
Senior Account Executive,"Senior Account Executive
Job Description Acquiring new or maintain Adversiting/Seminar/Event/Mice Getting sponsorship to support event's Warta Ekonomi Group Selling...
Jenjang Karir,Tunjangan Kesehatan & Ketenagakerjaan,Tunjangan Hari Raya"
Senior Account Executive,"Senior Account Executive
Requirement(s) : Candidate must possess at least Bachelor's Degree in Advertising/Media or equivalent. Required language(s): Bahasa Indonesia &amp;...
nan"
Senior Account Executive,"Senior Account Executive
Job Descriptions: Actively seeking out prospects and pursuing sales opportunities. Provide an end-to-end consultation to Emerhub`s clients. Management...
nan"
Senior Account Executive,"Senior Account Executive
Job Description : Establish and maintain the beneficial relationship with client Make sure the smooth running of the digital campaign project and...
Medical care,insurance,reimbursement"
Senior Account Executive,"Senior Account Executive
Job Descriptions : Control working progress project, A/R collection, Inventory reconciliation, and cash &amp; Bank in ERP. Follow up all the invoices...
nan"
Senior Account Executive,"Senior Account Executive
Job descriptions :  Arranging meetings and liaising with clients to understand their requirements Quality control of all work that is submitted to...
nan"
Senior Account Executive,"Senior Account Executive
Job Descriptions : Control working progress project, A/R collection, Inventory reconciliation, and cash &amp; Bank in ERP. Follow up all the invoices...
nan"
Senior Account Executive,"Senior Account Executive
Job Descriptions: Actively seeking out prospects and pursuing sales opportunities. Provide an end-to-end consultation to Emerhub`s clients. Management...
nan"
